t,day,dayn,hour,weekend,glucose,true_trend,true_cycle,true_season
524,5.4583,6,11,1,144,143.45,0.341,9.068
525,5.4688,6,11.25,1,147,143.438,0.359,7.375
526,5.4792,6,11.5,1,154,143.425,0.377,5.969
527,5.4896,6,11.75,1,154,143.412,0.396,4.812
528,5.5,6,12,1,149,143.4,0.416,3.865
529,5.5104,6,12.25,1,157,143.387,0.437,3.094
530,5.5208,6,12.5,1,150,143.375,0.459,2.47
531,5.5312,6,12.75,1,155,143.363,0.481,14.983
532,5.5417,6,13,1,177,143.35,0.505,42.914
533,5.5521,6,13.25,1,190,143.338,0.529,56.415
534,5.5625,6,13.5,1,203,143.325,0.554,60.843
535,5.5729,6,13.75,1,201,143.312,0.581,59.804
536,5.5833,6,14,1,193,143.3,0.608,55.691
537,5.5938,6,14.25,1,183,143.287,0.637,50.055
538,5.6042,6,14.5,1,176,143.275,0.667,43.876
539,5.6146,6,14.75,1,164,143.262,0.698,37.751
540,5.625,6,15,1,163,143.25,0.73,32.015
541,5.6354,6,15.25,1,161,143.238,0.763,26.842
542,5.6458,6,15.5,1,157,143.225,0.798,22.294
543,5.6562,6,15.75,1,147,143.213,0.833,18.374
544,5.6667,6,16,1,149,143.2,0.87,15.043
545,5.6771,6,16.25,1,154,143.188,0.909,12.248
546,5.6875,6,16.5,1,151,143.175,0.949,9.923
547,5.6979,6,16.75,1,159,143.162,0.99,8.006
548,5.7083,6,17,1,158,143.15,1.033,6.435
549,5.7188,6,17.25,1,154,143.137,1.077,5.155
550,5.7292,6,17.5,1,151,143.125,1.123,4.117
551,5.7396,6,17.75,1,145,143.113,1.17,3.28
552,5.75,6,18,1,147,143.1,1.219,2.606
553,5.7604,6,18.25,1,144,143.088,1.269,2.067
554,5.7708,6,18.5,1,183,143.075,1.321,35.25
555,5.7812,6,18.75,1,203,143.062,1.375,52.859
556,5.7917,6,19,1,197,143.05,1.43,59.854
557,5.8021,6,19.25,1,196,143.037,1.487,60.346
558,5.8125,6,19.5,1,196,143.025,1.546,57.079
559,5.8229,6,19.75,1,199,143.012,1.607,51.846
560,5.8333,6,20,1,178,143,1.669,45.795
561,5.8438,6,20.25,1,185,142.988,1.733,39.629
562,5.8542,6,20.5,1,172,142.975,1.8,33.76
563,5.8646,6,20.75,1,175,142.963,1.868,28.407
564,5.875,6,21,1,161,142.95,1.938,23.664
565,5.8854,6,21.25,1,150,142.938,2.01,19.551
566,5.8958,6,21.5,1,138,142.925,2.084,16.041
567,5.9062,6,21.75,1,148,142.912,2.159,13.084
568,5.9167,6,22,1,150,142.9,2.237,10.618
569,5.9271,6,22.25,1,153,142.887,2.317,8.578
570,5.9375,6,22.5,1,149,142.875,2.399,6.903
571,5.9479,6,22.75,1,146,142.863,2.483,5.536
572,5.9583,6,23,1,137,142.85,2.569,4.426
573,5.9688,6,23.25,1,144,142.838,2.657,3.529
574,5.9792,6,23.5,1,140,142.825,2.748,2.806
575,5.9896,6,23.75,1,144,142.812,2.84,2.227
576,6,7,0,1,146,142.8,2.935,0
577,6.0104,7,0.25,1,148,142.787,3.031,0
578,6.0208,7,0.5,1,147,142.775,3.13,0
579,6.0312,7,0.75,1,143,142.762,3.231,0
580,6.0417,7,1,1,145,142.75,3.334,0
581,6.0521,7,1.25,1,142,142.738,3.439,0
582,6.0625,7,1.5,1,147,142.725,3.546,0.001
583,6.0729,7,1.75,1,147,142.713,3.655,0.003
584,6.0833,7,2,1,147,142.7,3.766,0.007
585,6.0938,7,2.25,1,144,142.688,3.88,0.015
586,6.1042,7,2.5,1,146,142.675,3.995,0.035
587,6.1146,7,2.75,1,138,142.662,4.113,0.073
588,6.125,7,3,1,140,142.65,4.232,0.147
589,6.1354,7,3.25,1,139,142.637,4.354,0.278
590,6.1458,7,3.5,1,141,142.625,4.477,0.497
591,6.1562,7,3.75,1,138,142.613,4.603,0.843
592,6.1667,7,4,1,146,142.6,4.73,1.352
593,6.1771,7,4.25,1,145,142.588,4.86,2.051
594,6.1875,7,4.5,1,147,142.575,4.991,2.943
595,6.1979,7,4.75,1,149,142.562,5.124,3.995
596,6.2083,7,5,1,149,142.55,5.258,5.129
597,6.2188,7,5.25,1,157,142.537,5.395,6.23
598,6.2292,7,5.5,1,149,142.525,5.533,7.159
599,6.2396,7,5.75,1,152,142.512,5.672,7.781
600,6.25,7,6,1,153,142.5,5.813,8
601,6.2604,7,6.25,1,149,142.488,5.956,7.781
602,6.2708,7,6.5,1,145,142.475,6.1,7.159
603,6.2812,7,6.75,1,144,142.463,6.246,6.23
604,6.2917,7,7,1,142,142.45,6.392,5.129
605,6.3021,7,7.25,1,135,142.438,6.54,3.995
606,6.3125,7,7.5,1,141,142.425,6.689,2.943
607,6.3229,7,7.75,1,164,142.412,6.84,23.567
608,6.3333,7,8,1,188,142.4,6.991,40.842
609,6.3438,7,8.25,1,190,142.387,7.143,48.323
610,6.3542,7,8.5,1,203,142.375,7.296,49.769
611,6.3646,7,8.75,1,193,142.363,7.45,47.678
612,6.375,7,9,1,186,142.35,7.604,43.686
613,6.3854,7,9.25,1,180,142.338,7.759,38.836
614,6.3958,7,9.5,1,167,142.325,7.915,33.776
615,6.4062,7,9.75,1,178,142.312,8.07,28.892
616,6.4167,7,10,1,164,142.3,8.227,24.393
617,6.4271,7,10.25,1,166,142.287,8.383,20.378
618,6.4375,7,10.5,1,161,142.275,8.539,16.877
619,6.4479,7,10.75,1,161,142.262,8.696,13.875
620,6.4583,7,11,1,159,142.25,8.852,11.337
621,6.4688,7,11.25,1,157,142.238,9.008,9.214
622,6.4792,7,11.5,1,153,142.225,9.163,7.454
623,6.4896,7,11.75,1,154,142.213,9.318,6.006
624,6.5,7,12,1,160,142.2,9.473,12.343
625,6.5104,7,12.25,1,191,142.188,9.627,33.983
626,6.5208,7,12.5,1,196,142.175,9.78,44.4
627,6.5312,7,12.75,1,205,142.162,9.932,47.765
628,6.5417,7,13,1,205,142.15,10.083,46.886
629,6.5521,7,13.25,1,217,142.137,10.233,43.624
630,6.5625,7,13.5,1,200,142.125,10.381,39.186
631,6.5729,7,13.75,1,197,142.113,10.528,34.335
632,6.5833,7,14,1,199,142.1,10.674,29.532
633,6.5938,7,14.25,1,197,142.088,10.818,25.039
634,6.6042,7,14.5,1,194,142.075,10.96,20.988
635,6.6146,7,14.75,1,180,142.062,11.1,17.429
636,6.625,7,15,1,179,142.05,11.238,14.362
637,6.6354,7,15.25,1,182,142.037,11.374,11.758
638,6.6458,7,15.5,1,166,142.025,11.508,9.572
639,6.6562,7,15.75,1,168,142.012,11.64,7.754
640,6.6667,7,16,1,168,142,11.769,6.256
641,6.6771,7,16.25,1,171,141.988,11.895,5.028
642,6.6875,7,16.5,1,167,141.975,12.019,4.027
643,6.6979,7,16.75,1,163,141.963,12.14,3.217
644,6.7083,7,17,1,159,141.95,12.257,2.562
645,6.7188,7,17.25,1,157,141.938,12.372,2.036
646,6.7292,7,17.5,1,160,141.925,12.484,1.614
647,6.7396,7,17.75,1,151,141.912,12.592,1.277
648,6.75,7,18,1,150,141.9,12.697,1.009
649,6.7604,7,18.25,1,148,141.887,12.799,0.796
650,6.7708,7,18.5,1,152,141.875,12.897,0.626
651,6.7812,7,18.75,1,146,141.863,12.991,0.492
652,6.7917,7,19,1,151,141.85,13.082,2.643
653,6.8021,7,19.25,1,177,141.838,13.169,27.238
654,6.8125,7,19.5,1,198,141.825,13.252,39.747
655,6.8229,7,19.75,1,217,141.812,13.331,44.586
656,6.8333,7,20,1,219,141.8,13.405,44.74
657,6.8438,7,20.25,1,221,141.787,13.476,42.196
658,6.8542,7,20.5,1,205,141.775,13.542,38.255
659,6.8646,7,20.75,1,190,141.762,13.605,33.743
660,6.875,7,21,1,186,141.75,13.662,29.17
661,6.8854,7,21.25,1,184,141.738,13.716,24.83
662,6.8958,7,21.5,1,184,141.725,13.765,20.879
663,6.9062,7,21.75,1,176,141.713,13.809,17.384
664,6.9167,7,22,1,163,141.7,13.849,14.356
665,6.9271,7,22.25,1,163,141.688,13.884,11.775
666,6.9375,7,22.5,1,158,141.675,13.915,9.601
667,6.9479,7,22.75,1,155,141.662,13.941,7.789
668,6.9583,7,23,1,148,141.65,13.962,6.291
669,6.9688,7,23.25,1,153,141.637,13.979,5.062
670,6.9792,7,23.5,1,159,141.625,13.991,4.058
671,6.9896,7,23.75,1,162,141.613,13.998,3.244
672,7,8,0,0,151,141.6,14,0
673,7.0104,8,0.25,0,151,141.588,13.998,0
674,7.0208,8,0.5,0,155,141.575,13.991,0
675,7.0312,8,0.75,0,154,141.562,13.979,0
676,7.0417,8,1,0,155,141.55,13.962,0
677,7.0521,8,1.25,0,155,141.537,13.941,0
678,7.0625,8,1.5,0,152,141.525,13.915,0.001
679,7.0729,8,1.75,0,162,141.512,13.884,0.003
680,7.0833,8,2,0,159,141.5,13.849,0.007
681,7.0938,8,2.25,0,160,141.488,13.809,0.015
682,7.1042,8,2.5,0,168,141.475,13.765,0.035
683,7.1146,8,2.75,0,164,141.463,13.716,0.073
684,7.125,8,3,0,165,141.45,13.662,0.147
685,7.1354,8,3.25,0,164,141.438,13.605,0.278
686,7.1458,8,3.5,0,170,141.425,13.542,0.497
687,7.1562,8,3.75,0,165,141.412,13.476,0.843
688,7.1667,8,4,0,164,141.4,13.405,1.352
689,7.1771,8,4.25,0,156,141.387,13.331,2.051
690,7.1875,8,4.5,0,151,141.375,13.252,2.943
691,7.1979,8,4.75,0,152,141.363,13.169,3.995
692,7.2083,8,5,0,165,141.35,13.082,5.129
693,7.2188,8,5.25,0,162,141.338,12.991,6.23
694,7.2292,8,5.5,0,174,141.325,12.897,7.159
695,7.2396,8,5.75,0,166,141.312,12.799,7.781
696,7.25,8,6,0,168,141.3,12.697,8
697,7.2604,8,6.25,0,173,141.287,12.592,7.781
698,7.2708,8,6.5,0,163,141.275,12.484,7.159
699,7.2812,8,6.75,0,156,141.262,12.372,6.23
700,7.2917,8,7,0,159,141.25,12.257,5.129
701,7.3021,8,7.25,0,151,141.238,12.14,3.995
702,7.3125,8,7.5,0,161,141.225,12.019,8.091
703,7.3229,8,7.75,0,176,141.213,11.895,32.076
704,7.3333,8,8,0,198,141.2,11.769,43.885
705,7.3438,8,8.25,0,194,141.188,11.64,48.05
706,7.3542,8,8.5,0,210,141.175,11.508,47.609
707,7.3646,8,8.75,0,209,141.162,11.374,44.563
708,7.375,8,9,0,200,141.15,11.238,40.206
709,7.3854,8,9.25,0,194,141.137,11.1,35.351
710,7.3958,8,9.5,0,176,141.125,10.96,30.494
711,7.4062,8,9.75,0,182,141.113,10.818,25.919
712,7.4167,8,10,0,178,141.1,10.674,21.772
713,7.4271,8,10.25,0,171,141.088,10.528,18.114
714,7.4375,8,10.5,0,169,141.075,10.381,14.95
715,7.4479,8,10.75,0,172,141.062,10.233,12.256
716,7.4583,8,11,0,176,141.05,10.083,9.989
717,7.4688,8,11.25,0,169,141.037,9.932,8.101
718,7.4792,8,11.5,0,160,141.025,9.78,6.541
719,7.4896,8,11.75,0,167,141.012,9.627,5.262
720,7.5,8,12,0,155,141,9.473,4.218
721,7.5104,8,12.25,0,151,140.988,9.318,3.371
722,7.5208,8,12.5,0,149,140.975,9.163,5.55
723,7.5312,8,12.75,0,177,140.963,9.008,32.451
724,7.5417,8,13,0,194,140.95,8.852,45.976
725,7.5521,8,13.25,0,196,140.938,8.696,51.032
726,7.5625,8,13.5,0,202,140.925,8.539,50.931
727,7.5729,8,13.75,0,199,140.912,8.383,47.877
728,7.5833,8,14,0,187,140.9,8.227,43.309
729,7.5938,8,14.25,0,185,140.887,8.07,38.14
730,7.6042,8,14.5,0,182,140.875,7.915,32.931
731,7.6146,8,14.75,0,185,140.863,7.759,28.005
732,7.625,8,15,0,172,140.85,7.604,23.531
733,7.6354,8,15.25,0,163,140.838,7.45,19.581
734,7.6458,8,15.5,0,163,140.825,7.296,16.162
735,7.6562,8,15.75,0,159,140.812,7.143,13.25
736,7.6667,8,16,0,165,140.8,6.991,10.8
737,7.6771,8,16.25,0,160,140.787,6.84,8.758
738,7.6875,8,16.5,0,163,140.775,6.689,7.072
739,7.6979,8,16.75,0,151,140.762,6.54,5.689
740,7.7083,8,17,0,157,140.75,6.392,4.56
741,7.7188,8,17.25,0,150,140.738,6.246,3.645
742,7.7292,8,17.5,0,149,140.725,6.1,2.905
743,7.7396,8,17.75,0,150,140.713,5.956,2.309
744,7.75,8,18,0,154,140.7,5.813,1.832
745,7.7604,8,18.25,0,154,140.688,5.672,1.45
746,7.7708,8,18.5,0,179,140.675,5.533,24.009
747,7.7812,8,18.75,0,192,140.662,5.395,38.475
748,7.7917,8,19,0,181,140.65,5.258,44.512
749,7.8021,8,19.25,0,181,140.637,5.124,45.357
750,7.8125,8,19.5,0,181,140.625,4.991,43.174
751,7.8229,8,19.75,0,183,140.613,4.86,39.382
752,7.8333,8,20,0,175,140.6,4.73,34.89
753,7.8438,8,20.25,0,172,140.588,4.603,30.26
754,7.8542,8,20.5,0,172,140.575,4.477,25.824
755,7.8646,8,20.75,0,173,140.562,4.354,21.759
756,7.875,8,21,0,167,140.55,4.232,18.147
757,7.8854,8,21.25,0,171,140.537,4.113,15.008
758,7.8958,8,21.5,0,169,140.525,3.995,12.323
759,7.9062,8,21.75,0,162,140.512,3.88,10.058
760,7.9167,8,22,0,169,140.5,3.766,8.167
761,7.9271,8,22.25,0,162,140.488,3.655,6.602
762,7.9375,8,22.5,0,164,140.475,3.546,5.315
763,7.9479,8,22.75,0,160,140.463,3.439,4.264
764,7.9583,8,23,0,164,140.45,3.334,3.41
765,7.9688,8,23.25,0,159,140.438,3.231,2.72
766,7.9792,8,23.5,0,152,140.425,3.13,2.164
767,7.9896,8,23.75,0,154,140.412,3.031,1.717
768,8,9,0,0,158,140.4,2.935,0
769,8.0104,9,0.25,0,150,140.387,2.84,0
770,8.0208,9,0.5,0,151,140.375,2.748,0
771,8.0312,9,0.75,0,147,140.363,2.657,0
772,8.0417,9,1,0,146,140.35,2.569,0
773,8.0521,9,1.25,0,142,140.338,2.483,0
774,8.0625,9,1.5,0,143,140.325,2.399,0.001
775,8.0729,9,1.75,0,143,140.312,2.317,0.003
776,8.0833,9,2,0,138,140.3,2.237,0.007
777,8.0938,9,2.25,0,144,140.287,2.159,0.015
778,8.1042,9,2.5,0,145,140.275,2.084,0.035
779,8.1146,9,2.75,0,150,140.262,2.01,0.073
780,8.125,9,3,0,149,140.25,1.938,0.147
781,8.1354,9,3.25,0,152,140.238,1.868,0.278
782,8.1458,9,3.5,0,148,140.225,1.8,0.497
783,8.1562,9,3.75,0,144,140.213,1.733,0.843
784,8.1667,9,4,0,141,140.2,1.669,1.352
785,8.1771,9,4.25,0,145,140.188,1.607,2.051
786,8.1875,9,4.5,0,150,140.175,1.546,2.943
787,8.1979,9,4.75,0,154,140.162,1.487,3.995
788,8.2083,9,5,0,154,140.15,1.43,5.129
789,8.2188,9,5.25,0,155,140.137,1.375,6.23
790,8.2292,9,5.5,0,152,140.125,1.321,7.159
791,8.2396,9,5.75,0,155,140.113,1.269,7.781
792,8.25,9,6,0,159,140.1,1.219,8
793,8.2604,9,6.25,0,157,140.088,1.17,7.781
794,8.2708,9,6.5,0,151,140.075,1.123,7.159
795,8.2812,9,6.75,0,155,140.062,1.077,6.23
796,8.2917,9,7,0,146,140.05,1.033,5.129
797,8.3021,9,7.25,0,166,140.037,0.99,23.856
798,8.3125,9,7.5,0,174,140.025,0.949,36.639
799,8.3229,9,7.75,0,182,140.012,0.909,41.703
800,8.3333,9,8,0,183,140,0.87,42.088
801,8.3438,9,8.25,0,182,139.988,0.833,39.805
802,8.3542,9,8.5,0,169,139.975,0.798,36.15
803,8.3646,9,8.75,0,174,139.963,0.763,31.934
804,8.375,9,9,0,177,139.95,0.73,27.648
805,8.3854,9,9.25,0,175,139.938,0.698,23.573
806,8.3958,9,9.5,0,170,139.925,0.667,19.856
807,8.4062,9,9.75,0,156,139.912,0.637,16.561
808,8.4167,9,10,0,150,139.9,0.608,13.699
809,8.4271,9,10.25,0,138,139.887,0.581,11.252
810,8.4375,9,10.5,0,139,139.875,0.554,9.188
811,8.4479,9,10.75,0,145,139.863,0.529,7.463
812,8.4583,9,11,0,145,139.85,0.505,6.035
813,8.4688,9,11.25,0,138,139.838,0.481,4.86
814,8.4792,9,11.5,0,141,139.825,0.459,3.9
815,8.4896,9,11.75,0,135,139.812,0.437,3.12
816,8.5,9,12,0,142,139.8,0.416,2.489
817,8.5104,9,12.25,0,146,139.787,0.396,1.981
818,8.5208,9,12.5,0,163,139.775,0.377,24.996
819,8.5312,9,12.75,0,172,139.762,0.359,40.589
820,8.5417,9,13,0,169,139.75,0.341,47.148
821,8.5521,9,13.25,0,172,139.738,0.325,48.138
822,8.5625,9,13.5,0,168,139.725,0.309,45.874
823,8.5729,9,13.75,0,178,139.713,0.293,41.877
824,8.5833,9,14,0,164,139.7,0.279,37.12
825,8.5938,9,14.25,0,159,139.688,0.265,32.207
826,8.6042,9,14.5,0,157,139.675,0.251,27.494
827,8.6146,9,14.75,0,152,139.662,0.238,23.173
828,8.625,9,15,0,156,139.65,0.226,19.33
829,8.6354,9,15.25,0,161,139.637,0.214,15.988
830,8.6458,9,15.5,0,156,139.625,0.203,13.13
831,8.6562,9,15.75,0,160,139.613,0.193,10.718
832,8.6667,9,16,0,154,139.6,0.182,8.704
833,8.6771,9,16.25,0,148,139.588,0.173,7.036
834,8.6875,9,16.5,0,157,139.575,0.164,5.665
835,8.6979,9,16.75,0,161,139.562,0.155,4.546
836,8.7083,9,17,0,152,139.55,0.146,3.636
837,8.7188,9,17.25,0,146,139.537,0.139,2.9
838,8.7292,9,17.5,0,146,139.525,0.131,2.307
839,8.7396,9,17.75,0,146,139.512,0.124,1.831
840,8.75,9,18,0,150,139.5,0.117,1.451
841,8.7604,9,18.25,0,149,139.488,0.11,1.147
842,8.7708,9,18.5,0,144,139.475,0.104,0.905
843,8.7812,9,18.75,0,140,139.463,0.098,0.713
844,8.7917,9,19,0,143,139.45,0.093,17.528
845,8.8021,9,19.25,0,164,139.438,0.088,33.926
846,8.8125,9,19.5,0,165,139.425,0.083,41.338
847,8.8229,9,19.75,0,163,139.412,0.078,43.16
848,8.8333,9,20,0,172,139.4,0.073,41.666
849,8.8438,9,20.25,0,163,139.387,0.069,38.358
850,8.8542,9,20.5,0,163,139.375,0.065,34.203
851,8.8646,9,20.75,0,156,139.363,0.061,29.808
852,8.875,9,21,0,164,139.35,0.058,25.533
853,8.8854,9,21.25,0,158,139.338,0.054,21.578
854,8.8958,9,21.5,0,168,139.325,0.051,18.039
855,8.9062,9,21.75,0,163,139.312,0.048,14.948
856,8.9167,9,22,0,160,139.3,0.045,12.295
857,8.9271,9,22.25,0,152,139.287,0.042,10.05
858,8.9375,9,22.5,0,152,139.275,0.04,8.17
859,8.9479,9,22.75,0,154,139.262,0.037,6.611
860,8.9583,9,23,0,144,139.25,0.035,5.328
861,8.9688,9,23.25,0,147,139.238,0.033,4.278
862,8.9792,9,23.5,0,144,139.225,0.031,3.424
863,8.9896,9,23.75,0,142,139.213,0.029,2.733
864,9,10,0,0,143,139.2,0.027,0
865,9.0104,10,0.25,0,144,139.188,0.025,0
866,9.0208,10,0.5,0,130,139.175,0.024,0
867,9.0312,10,0.75,0,126,139.162,0.022,0
868,9.0417,10,1,0,135,139.15,0.021,0
869,9.0521,10,1.25,0,137,139.137,0.019,0
870,9.0625,10,1.5,0,139,139.125,0.018,0.001
871,9.0729,10,1.75,0,138,139.113,0.017,0.003
872,9.0833,10,2,0,142,139.1,0.016,0.007
873,9.0938,10,2.25,0,137,139.088,0.015,0.015
874,9.1042,10,2.5,0,139,139.075,0.014,0.035
875,9.1146,10,2.75,0,134,139.062,0.013,0.073
876,9.125,10,3,0,138,139.05,0.012,0.147
877,9.1354,10,3.25,0,140,139.037,0.011,0.278
878,9.1458,10,3.5,0,142,139.025,0.011,0.497
879,9.1562,10,3.75,0,137,139.012,0.01,0.843
880,9.1667,10,4,0,142,139,0.009,1.352
881,9.1771,10,4.25,0,135,138.988,0.009,2.051
882,9.1875,10,4.5,0,140,138.975,0.008,2.943
883,9.1979,10,4.75,0,134,138.963,0.007,3.995
884,9.2083,10,5,0,138,138.95,0.007,5.129
885,9.2188,10,5.25,0,139,138.938,0.006,6.23
886,9.2292,10,5.5,0,145,138.925,0.006,7.159
887,9.2396,10,5.75,0,145,138.912,0.006,7.781
888,9.25,10,6,0,150,138.9,0.005,8
889,9.2604,10,6.25,0,145,138.887,0.005,7.781
890,9.2708,10,6.5,0,148,138.875,0.004,7.159
891,9.2812,10,6.75,0,140,138.863,0.004,6.23
892,9.2917,10,7,0,146,138.85,0.004,12.135
893,9.3021,10,7.25,0,176,138.838,0.004,37.988
894,9.3125,10,7.5,0,190,138.825,0.003,50.421
895,9.3229,10,7.75,0,195,138.812,0.003,54.473
896,9.3333,10,8,0,188,138.8,0.003,53.527
897,9.3438,10,8.25,0,187,138.787,0.003,49.807
898,9.3542,10,8.5,0,190,138.775,0.002,44.739
899,9.3646,10,8.75,0,175,138.762,0.002,39.207
900,9.375,10,9,0,166,138.75,0.002,33.739
901,9.3854,10,9.25,0,152,138.738,0.002,28.627
902,9.3958,10,9.5,0,139,138.725,0.002,24.018
903,9.4062,10,9.75,0,149,138.713,0.002,19.965
904,9.4167,10,10,0,141,138.7,0.002,16.469
905,9.4271,10,10.25,0,146,138.688,0.001,13.496
906,9.4375,10,10.5,0,148,138.675,0.001,10.997
907,9.4479,10,10.75,0,143,138.662,0.001,8.916
908,9.4583,10,11,0,138,138.65,0.001,7.198
909,9.4688,10,11.25,0,136,138.637,0.001,5.789
910,9.4792,10,11.5,0,133,138.625,0.001,4.64
911,9.4896,10,11.75,0,143,138.613,0.001,3.708
912,9.5,10,12,0,143,138.6,0.001,2.955
913,9.5104,10,12.25,0,136,138.588,0.001,2.349
914,9.5208,10,12.5,0,133,138.575,0.001,1.864
915,9.5312,10,12.75,0,131,138.562,0.001,1.475
916,9.5417,10,13,0,129,138.55,0.001,3.051
917,9.5521,10,13.25,0,163,138.537,0.001,26.467
918,9.5625,10,13.5,0,177,138.525,0,38.345
919,9.5729,10,13.75,0,167,138.512,0,42.905
920,9.5833,10,14,0,170,138.5,0,42.997
921,9.5938,10,14.25,0,176,138.488,0,40.521
922,9.6042,10,14.5,0,173,138.475,0,36.716
923,9.6146,10,14.75,0,165,138.463,0,32.374
924,9.625,10,15,0,167,138.45,0,27.978
925,9.6354,10,15.25,0,159,138.438,0,23.81
926,9.6458,10,15.5,0,157,138.425,0,20.018
927,9.6562,10,15.75,0,163,138.412,0,16.665
928,9.6667,10,16,0,149,138.4,0,13.761
929,9.6771,10,16.25,0,154,138.387,0,11.285
930,9.6875,10,16.5,0,157,138.375,0,9.201
931,9.6979,10,16.75,0,159,138.363,0,7.464
932,9.7083,10,17,0,152,138.35,0,6.028
933,9.7188,10,17.25,0,141,138.338,0,4.85
934,9.7292,10,17.5,0,143,138.325,0,3.888
935,9.7396,10,17.75,0,141,138.312,0,3.108
936,9.75,10,18,0,145,138.3,0,2.478
937,9.7604,10,18.25,0,144,138.287,0,1.97
938,9.7708,10,18.5,0,143,138.275,0,1.563
939,9.7812,10,18.75,0,155,138.262,0,18.438
940,9.7917,10,19,0,182,138.25,0,37.468
941,9.8021,10,19.25,0,181,138.238,0,46.182
942,9.8125,10,19.5,0,182,138.225,0,48.465
943,9.8229,10,19.75,0,185,138.213,0,46.924
944,9.8333,10,20,0,178,138.2,0,43.28
945,9.8438,10,20.25,0,181,138.188,0,38.643
946,9.8542,10,20.5,0,171,138.175,0,33.71
947,9.8646,10,20.75,0,163,138.162,0,28.896
948,9.875,10,21,0,160,138.15,0,24.435
949,9.8854,10,21.25,0,155,138.137,0,20.437
950,9.8958,10,21.5,0,152,138.125,0,16.942
951,9.9062,10,21.75,0,144,138.113,0,13.94
952,9.9167,10,22,0,140,138.1,0,11.397
953,9.9271,10,22.25,0,141,138.088,0,9.268
954,9.9375,10,22.5,0,138,138.075,0,7.501
955,9.9479,10,22.75,0,134,138.062,0,6.046
956,9.9583,10,23,0,141,138.05,0,4.856
957,9.9688,10,23.25,0,136,138.037,0,3.887
958,9.9792,10,23.5,0,136,138.025,0,3.103
959,9.9896,10,23.75,0,131,138.012,0,2.47
960,10,11,0,0,131,138,0,0
961,10.0104,11,0.25,0,135,137.988,0,0
962,10.0208,11,0.5,0,139,137.975,0,0
963,10.0312,11,0.75,0,137,137.963,0,0
964,10.0417,11,1,0,139,137.95,0,0
965,10.0521,11,1.25,0,144,137.938,0,0
966,10.0625,11,1.5,0,141,137.925,0,0.001
967,10.0729,11,1.75,0,141,137.912,0,0.003
968,10.0833,11,2,0,146,137.9,0,0.007
969,10.0938,11,2.25,0,147,137.887,0,0.015
970,10.1042,11,2.5,0,147,137.875,0,0.035
971,10.1146,11,2.75,0,149,137.863,0,0.073
972,10.125,11,3,0,143,137.85,0,0.147
973,10.1354,11,3.25,0,144,137.838,0,0.278
974,10.1458,11,3.5,0,146,137.825,0,0.497
975,10.1562,11,3.75,0,141,137.812,0,0.843
976,10.1667,11,4,0,143,137.8,0,1.352
977,10.1771,11,4.25,0,147,137.787,0,2.051
978,10.1875,11,4.5,0,145,137.775,0,2.943
979,10.1979,11,4.75,0,143,137.762,0,3.995
980,10.2083,11,5,0,144,137.75,0,5.129
981,10.2188,11,5.25,0,149,137.738,0,6.23
982,10.2292,11,5.5,0,150,137.725,0,7.159
983,10.2396,11,5.75,0,143,137.713,0,7.781
984,10.25,11,6,0,142,137.7,0,8
985,10.2604,11,6.25,0,139,137.688,0,7.781
986,10.2708,11,6.5,0,145,137.675,0,7.159
987,10.2812,11,6.75,0,150,137.662,0,6.23
988,10.2917,11,7,0,148,137.65,0,5.129
989,10.3021,11,7.25,0,148,137.637,0,3.995
990,10.3125,11,7.5,0,142,137.625,0,2.943
991,10.3229,11,7.75,0,151,137.613,0,5.683
992,10.3333,11,8,0,156,137.6,0,23.404
993,10.3438,11,8.25,0,170,137.588,0,32.166
994,10.3542,11,8.5,0,170,137.575,0,35.297
995,10.3646,11,8.75,0,166,137.562,0,35.025
996,10.375,11,9,0,153,137.55,0,32.82
997,10.3854,11,9.25,0,163,137.537,0,29.635
998,10.3958,11,9.5,0,164,137.525,0,26.072
999,10.4062,11,9.75,0,164,137.512,0,22.499
1000,10.4167,11,10,0,153,137.5,0,19.129
1001,10.4271,11,10.25,0,153,137.488,0,16.071
1002,10.4375,11,10.5,0,149,137.475,0,13.372
1003,10.4479,11,10.75,0,150,137.463,0,11.038
1004,10.4583,11,11,0,152,137.45,0,9.049
1005,10.4688,11,11.25,0,152,137.438,0,7.376
1006,10.4792,11,11.5,0,138,137.425,0,5.982
1007,10.4896,11,11.75,0,141,137.412,0,4.83
1008,10.5,11,12,0,139,137.4,0,3.885
1009,10.5104,11,12.25,0,143,137.387,0,3.115
1010,10.5208,11,12.5,0,138,137.375,0,2.489
1011,10.5312,11,12.75,0,158,137.363,0,16.227
1012,10.5417,11,13,0,170,137.35,0,32.466
1013,10.5521,11,13.25,0,184,137.338,0,39.874
1014,10.5625,11,13.5,0,188,137.325,0,41.778
1015,10.5729,11,13.75,0,172,137.312,0,40.413
1016,10.5833,11,14,0,154,137.3,0,37.253
1017,10.5938,11,14.25,0,152,137.287,0,33.249
1018,10.6042,11,14.5,0,139,137.275,0,28.995
1019,10.6146,11,14.75,0,146,137.262,0,24.849
1020,10.625,11,15,0,144,137.25,0,21.009
1021,10.6354,11,15.25,0,146,137.238,0,17.569
1022,10.6458,11,15.5,0,144,137.225,0,14.563
1023,10.6562,11,15.75,0,148,137.213,0,11.981
1024,10.6667,11,16,0,149,137.2,0,9.795
